participant,time,stim,x,y,AoI
BHH11,2591831.538085937,26-30,1433,158,26_c
BHH11,2611383.538085937,26-30,1489,298,27_d
BHH11,2621927.537597656,26-30,1487,430,28_d
BHH11,2632151.537597656,26-30,1484,563,29_d
BHH11,2652087.538085937,26-30,1483,703,30_d
BHH11,2706207.538085937,26-30,1341,701,30_a
BHH11,2753711.538085937,31-33,731,309,31_b
BHH11,2756719.538085937,31-33,964,571,32_c
BHH11,2759191.538085937,31-33,711,836,33_b
BHH11,2763071.537597656,31-33,1499,944,continue
BHH11,2766575.538085937,34-36,1186,315,34_d
BHH11,2772455.538085937,34-36,716,575,35_b
BHH11,2776847.537597656,34-36,485,841,36_a
BHH11,2779103.538085937,34-36,1512,934,continue
BHH11,2786711.538085937,37-39,1439,323,37_e
BHH11,2793847.537597656,37-39,1203,585,38_d
BHH11,2806479.537597656,37-39,958,854,39_c
BHH11,2807807.538085937,37-39,1512,935,continue
BHH11,2824079.5380859375,40-42,481,314,40_a
BHH11,2857855.5375976562,40-42,712,574,41_b
BHH11,2872711.5380859375,40-42,958,827,42_c
BHH11,2874431.5380859375,40-42,1537,924,continue
BHH11,2887278.5380859375,43-45,1196,309,43_d
BHH11,2916454.5380859375,43-45,1451,565,44_e
BHH11,2986126.5380859375,46-48,1201,301,46_d
BHH11,2997054.5380859375,46-48,708,559,47_b
BHH11,3040214.5380859375,46-48,750,835,48_b
BHH11,3042406.5380859375,46-48,1526,933,continue
BHH11,3051614.5380859375,49-51,673,296,49_b
BHH11,3076366.5380859375,49-51,967,565,50_c
BHH11,3093350.5380859375,49-51,470,825,51_a
BHH11,3095142.5380859375,49-51,1502,929,continue
BHH11,3116845.5380859375,52-54,1207,291,52_d
BHH11,3135573.5380859375,52-54,500,574,53_a
BHH11,3149213.5380859375,52-54,1454,835,54_e
BHH11,3150413.5380859375,52-54,1510,923,continue
BHL06,20909269.93701172,1-3,1201,290,1_d
BHL06,20912621.93701172,1-3,717,516,2_b
BHL06,20916941.93701172,1-3,1419,742,3_e
BHL06,20917909.93701172,1-3,1533,845,continue
BHL06,20921628.93701172,4-6,472,280,4_a
BHL06,20926764.93701172,4-6,1456,516,5_e
BHL06,20930860.93652344,4-6,718,741,6_b
BHL06,20932620.93701172,4-6,1533,828,continue
BHL06,20936477.93701172,7-9,972,277,7_c
BHL06,20941205.93701172,7-9,723,507,8_b
BHL06,20949413.93701172,7-9,465,714,9_a
BHL06,20955285.93701172,7-9,1204,735,9_d
BHL06,20956525.93701172,7-9,1524,829,continue
BHL06,20966132.93701172,10-12,728,259,10_b
BHL06,20969788.93652344,10-12,1194,243,10_d
BHL06,20985796.93701172,10-12,720,512,11_b
BHL06,20994820.93701172,10-12,1167,740,12_d
BHL06,20995788.93652344,10-12,1542,831,continue
BHL06,21009548.93701172,13-15,948,279,13_c
BHL06,21018260.93701172,13-15,1202,506,14_d
BHL06,21038268.93652344,13-15,1440,727,15_e
BHL06,21047876.93701172,13-15,712,814,not on any aoi
BHL06,21050900.93652344,13-15,886,770,15_c
BHL06,21062412.93701172,10-12,1535,832,continue
BHL06,21104708.93701172,13-15,1201,485,14_d
BHL06,21169163.93652344,16-20,1488,164,16_d
BHL06,21175283.93701172,16-20,1342,301,17_a
BHL06,21182427.93701172,16-20,1383,428,18_b
BHL06,21188243.93701172,16-20,1345,559,19_a
BHL06,21198515.93701172,16-20,1539,709,20_e
BHL06,21199627.93701172,16-20,1520,846,continue
BHL06,21217715.93701172,21-25,1384,303,22_b
BHL06,21221635.93701172,21-25,1324,166,21_a
BHL06,21246651.93701172,21-25,1377,565,24_b
BHL06,21263387.93701172,21-25,1372,703,25_b
BHL06,21273043.93701172,21-25,1374,421,23_b
BHL06,21274019.93701172,21-25,1533,848,continue
BHL06,21285499.93701172,26-30,1380,168,26_b
BHL06,21295562.93701172,26-30,1545,300,27_e
BHL06,21307562.93701172,26-30,1429,429,28_c
BHL06,21335418.93701172,26-30,1485,557,29_d
BHL06,21347642.93701172,26-30,1341,709,30_a
BHL06,21436522.93701172,31-33,730,313,31_b
BHL06,21438298.93701172,31-33,951,574,32_c
BHL06,21439698.93701172,31-33,733,852,33_b
BHL06,21440474.93701172,31-33,1518,932,continue
BHL06,21445114.93701172,34-36,1199,312,34_d
BHL06,21451018.93701172,34-36,717,580,35_b
BHL06,21453490.93701172,34-36,495,833,36_a
BHL06,21454546.93701172,34-36,1539,938,continue
BHL06,21461377.93701172,37-39,1471,325,37_e
BHL06,21465289.93701172,37-39,1207,578,38_d
BHL06,21469545.93701172,37-39,967,823,39_c
BHL06,21470857.93701172,37-39,1510,937,continue
BHL06,21480466.93701172,40-42,1208,317,40_d
BHL06,21501914.93701172,40-42,486,574,41_a
BHL06,21520082.93701172,40-42,460,826,42_a
BHL06,21521362.93701172,40-42,1527,925,continue
BHL06,21544482.93701172,43-45,1204,315,43_d
BHL06,21549458.93701172,43-45,741,323,43_b
BHL06,21568737.93701172,43-45,1190,558,44_d
BHL06,21612065.93701172,43-45,718,812,45_b
BHL06,21691993.93701172,46-48,1216,267,46_d
BHL06,21698753.93701172,46-48,728,534,47_b
BHL06,21707520.93701172,46-48,1211,831,48_d
BHL06,21708609.9375,46-48,1536,926,continue
BHL06,21721352.9375,49-51,736,299,49_b
BHL06,21742816.93701172,49-51,966,558,50_c
BHL06,21749728.9375,49-51,471,832,51_a
BHL06,21750944.9375,49-51,1513,935,continue
BHL06,21764752.93701172,52-54,1195,289,52_d
BHL06,21766184.93701172,52-54,949,304,52_c
BHL06,21769744.93701172,52-54,719,271,52_b
BHL06,21771024.9375,52-54,964,273,52_c
BHL06,21773185.93701172,52-54,1204,288,52_d
BHL06,21784072.93701172,52-54,487,561,53_a
BHL06,21789048.93701172,52-54,474,823,54_a
BHL06,21790216.93701172,52-54,1524,935,continue
BHL06,21801543.93701172,55-56,492,302,55_a
BHL06,21809543.93701172,55-56,722,563,56_b
BJH04,2377972.5263671875,1-3,1203,240,1_d
BJH04,2381276.5258789062,1-3,720,460,2_b
BJH04,2385740.5258789062,1-3,1439,695,3_e
BJH04,2393652.5258789062,1-3,1536,836,continue
BJH04,2396524.5258789062,4-6,481,224,4_a
BJH04,2402836.5258789062,4-6,1436,454,5_e
BJH04,2408868.5258789062,4-6,721,677,6_b
BJH04,2413068.5258789062,4-6,1537,825,continue
BJH04,2421075.5258789062,7-9,965,223,7_c
BJH04,2426819.5258789062,7-9,956,451,8_c
BJH04,2443427.5258789062,7-9,1201,684,9_d
BJH04,2444635.5258789062,7-9,1542,827,continue
BJH04,2457428.5258789062,10-12,480,220,10_a
BJH04,2478412.5258789062,10-12,722,453,11_b
BJH04,2495124.5263671875,10-12,1203,685,12_d
BJH04,2498588.5258789062,10-12,1203,685,12_d
BJH04,2500156.5263671875,10-12,484,684,12_a
BJH04,2503444.5258789062,10-12,1533,824,continue
BJH04,2530396.5258789062,13-15,964,217,13_c
BJH04,2551083.5258789062,13-15,1201,447,14_d
BJH04,2590163.5258789062,13-15,718,680,15_b
BJH04,2643515.5258789062,16-20,1487,160,16_d
BJH04,2648275.5258789062,16-20,1333,296,17_a
BJH04,2651187.5258789062,16-20,1387,429,18_b
BJH04,2662995.5258789062,16-20,1441,562,19_c
BJH04,2672235.5258789062,16-20,1536,703,20_e
BJH04,2673043.5258789062,16-20,1538,855,continue
BJH04,2707507.525390625,21-25,1432,157,21_c
BJH04,2713819.5258789062,21-25,1529,296,22_e
BJH04,2726099.525390625,21-25,1382,423,23_b
BJH04,2735739.5258789062,21-25,1486,567,24_d
BJH04,2752875.525390625,21-25,1385,699,25_b
BJH04,2753635.5258789062,21-25,1548,846,continue
BJH04,2767714.5258789062,26-30,1436,151,26_c
BJH04,2790130.5258789062,26-30,1427,292,27_c
BJH04,2808050.5258789062,26-30,1484,427,28_d
BJH04,2834642.5258789062,26-30,1422,558,29_c
BJH04,2851466.5258789062,26-30,1485,694,30_d
BJH04,2911019.5258789062,31-33,724,265,31_b
BJH04,2913731.5258789062,31-33,951,531,32_c
BJH04,2918395.525390625,31-33,724,797,33_b
BJH04,2919723.5258789062,31-33,1551,925,continue
BJH04,2923995.5258789062,34-36,1200,267,34_d
BJH04,2928475.5258789062,34-36,722,531,35_b
BJH04,2937699.5258789062,34-36,483,797,36_a
BJH04,2938603.5258789062,34-36,1518,936,continue
BJH04,2943914.5258789062,37-39,1447,270,37_e
BJH04,2949562.5258789062,37-39,1203,531,38_d
BJH04,2965634.5258789062,37-39,965,803,39_c
BJH04,2966738.5258789062,37-39,1551,930,continue
BJH04,3006778.5258789062,40-42,1197,274,40_d
BJH04,3023850.5258789062,40-42,481,539,41_a
BJH04,3047610.5258789062,40-42,1434,799,42_e
BJH04,3048338.5258789062,40-42,1549,917,continue
BJH04,3087026.5258789062,43-45,1203,271,43_d
BJH04,3159546.5258789062,46-48,1201,235,46_d
BJH04,3187442.5258789062,46-48,717,495,47_b
BJH04,3215586.5258789062,46-48,715,764,48_b
BJH04,3219762.5258789062,46-48,1555,924,continue
BJH04,3227089.5258789062,49-51,717,236,49_b
BJH04,3250833.5258789062,49-51,959,497,50_c
BJH04,3260513.5258789062,49-51,481,759,51_a
BJH04,3267465.5258789062,49-51,1532,924,continue
BJH04,3282178.5258789062,52-54,724,237,52_b
BJH04,3305266.5258789062,52-54,483,495,53_a
BJH04,3316114.5258789062,52-54,481,766,54_a
BJH04,3316962.5258789062,52-54,1539,918,continue
BMM19,2094454.2612304688,1-3,1199,239,1_d
BMM19,2098831.2612304688,1-3,722,461,2_b
BMM19,2101231.2612304688,1-3,1451,700,3_e
BMM19,2101362.2612304688,1-3,1451,700,3_e
BMM19,2102844.2612304688,1-3,1525,842,continue
BMM19,2105506.2612304688,4-6,488,226,4_a
BMM19,2110598.2612304688,4-6,1446,451,5_e
BMM19,2116207.2612304688,4-6,721,684,6_b
BMM19,2117669.2612304688,4-6,1530,821,continue
BMM19,2122782.2607421875,7-9,964,226,7_c
BMM19,2128403.2612304688,7-9,953,456,8_c
BMM19,2135191.2612304688,7-9,1204,686,9_d
BMM19,2136421.2612304688,7-9,1528,820,continue
BMM19,2141654.2612304688,10-12,1198,217,10_d
BMM19,2146867.2607421875,10-12,725,440,11_b
BMM19,2157815.2612304688,10-12,495,692,12_a
BMM19,2160598.2612304688,10-12,1534,828,continue
BMM19,2175497.2612304688,13-15,962,231,13_c
BMM19,2196739.2612304688,13-15,1231,458,14_d
BMM19,2231079.2612304688,13-15,1442,682,15_e
BMM19,2342749.2612304688,16-20,1486,165,16_d
BMM19,2348296.2612304688,16-20,1334,304,17_a
BMM19,2351150.2607421875,16-20,1397,431,18_b
BMM19,2351765.2612304688,16-20,1388,433,18_b
BMM19,2352289.2612304688,16-20,1388,433,18_b
BMM19,2359981.2612304688,16-20,1336,563,19_a
BMM19,2369843.2612304688,16-20,1539,704,20_e
BMM19,2371063.26171875,16-20,1531,849,continue
BMM19,2376869.2612304688,21-25,1434,160,21_c
BMM19,2380462.2612304688,21-25,1390,295,22_b
BMM19,2387155.2612304688,21-25,1338,434,23_a
BMM19,2411526.2612304688,21-25,1439,568,24_c
BMM19,2425335.2612304688,21-25,1539,705,25_e
BMM19,2426575.2612304688,21-25,1522,851,continue
BMM19,2441432.26171875,26-30,1434,151,26_c
BMM19,2452904.2612304688,26-30,1541,301,27_e
BMM19,2464538.2607421875,26-30,1487,436,28_d
BMM19,2498520.2612304688,26-30,1487,568,29_d
BMM19,2559047.2612304688,26-30,1538,690,30_e
BMM19,2605375.2612304688,31-33,727,271,31_b
BMM19,2606857.2612304688,31-33,956,538,32_c
BMM19,2608389.2612304688,31-33,714,798,33_b
BMM19,2610677.2612304688,31-33,1508,938,continue
BMM19,2613617.2612304688,34-36,1214,271,34_d
BMM19,2617195.2612304688,34-36,1441,548,35_e
BMM19,2620330.2612304688,34-36,484,797,36_a
BMM19,2622053.2612304688,34-36,1531,928,continue
BMM19,2627582.2612304688,37-39,1447,282,37_e
BMM19,2632383.2612304688,37-39,1199,530,38_d
BMM19,2646970.2612304688,37-39,952,819,39_c
BMM19,2648775.2612304688,37-39,1544,939,continue
BMM19,2666871.2612304688,40-42,479,267,40_a
BMM19,2703212.2612304688,40-42,485,537,41_a
BMM19,2724139.2612304688,40-42,959,797,42_c
BMM19,2726426.2612304688,40-42,1528,927,continue
BMM19,2743266.2612304688,43-45,1198,278,43_d
BMM19,2755809.2612304688,43-45,1442,518,44_e
BMM19,2780139.2612304688,43-45,483,780,45_a
BMM19,2845589.2612304688,46-48,1203,231,46_d
BMM19,2855208.26171875,46-48,715,506,47_b
BMM19,2875543.26171875,46-48,713,756,48_b
BMM19,2883883.2612304688,46-48,1531,931,continue
BMM19,2891385.2612304688,49-51,720,227,49_b
BMM19,2911788.2612304688,49-51,973,545,50_c
BMM19,2928008.2612304688,49-51,477,756,51_a
BMM19,2936492.2612304688,49-51,1521,923,continue
BMM19,2952902.2612304688,52-54,1206,239,52_d
BMM19,2989535.2612304688,52-54,498,516,53_a
BMM19,3000001.2612304688,52-54,723,767,54_b
BMM19,3015684.2612304688,52-54,1438,763,54_e
BMM19,3016732.2612304688,52-54,1525,921,continue
BMT19,2003249.3627929688,1-3,1206,261,1_d
BMT19,2007353.3627929688,1-3,711,494,2_b
BMT19,2013793.3627929688,1-3,1441,737,3_e
BMT19,2015305.36328125,1-3,1520,833,continue
BMT19,2019304.3627929688,4-6,470,267,4_a
BMT19,2032040.3627929688,4-6,1464,499,5_e
BMT19,2039744.3627929688,4-6,717,730,6_b
BMT19,2040984.3623046875,4-6,1514,824,continue
BMT19,2046417.36328125,7-9,952,276,7_c
BMT19,2055729.3627929688,7-9,1445,498,8_e
BMT19,2060225.3627929688,7-9,969,496,8_c
BMT19,2076017.3627929688,7-9,1192,739,9_d
BMT19,2083561.3627929688,7-9,1544,828,continue
BMT19,2115488.3627929688,10-12,1188,261,10_d
BMT19,2119072.3627929688,10-12,484,272,10_a
BMT19,2144080.3627929688,10-12,718,504,11_b
BMT19,2164032.3627929688,10-12,474,744,12_a
BMT19,2169504.3623046875,10-12,1522,830,continue
BMT19,2195912.3623046875,13-15,960,277,13_c
BMT19,2215320.3623046875,13-15,1205,509,14_d
BMT19,2271143.3627929688,16-20,1477,160,16_d
BMT19,2275151.3627929688,16-20,1337,298,17_a
BMT19,2278455.3627929688,16-20,1382,431,18_b
BMT19,2286759.3627929688,16-20,1337,562,19_a
BMT19,2294951.3627929688,16-20,1523,703,20_e
BMT19,2296495.3627929688,16-20,1530,852,continue
BMT19,2308904.3627929688,21-25,1445,161,21_c
BMT19,2315376.3627929688,21-25,1526,296,22_e
BMT19,2325016.3623046875,21-25,1336,429,23_a
BMT19,2343392.3623046875,21-25,1534,568,24_e
BMT19,2357888.3627929688,21-25,1490,695,25_d
BMT19,2359704.3627929688,21-25,1520,854,continue
BMT19,2374448.3627929688,26-30,1441,160,26_c
BMT19,2387736.3627929688,26-30,1533,297,27_e
BMT19,2396320.3623046875,26-30,1485,426,28_d
BMT19,2401560.3627929688,26-30,402,848,back
BMT19,2402536.3623046875,21-25,401,852,back
BMT19,2404224.3627929688,16-20,401,852,back
BMT19,2414967.3627929688,16-20,1533,857,continue
BMT19,2424103.3627929688,21-25,1533,856,continue
BMT19,2436815.3627929688,26-30,1439,702,30_c
BMT19,2461767.3627929688,26-30,1539,565,29_e
BMT19,2500535.3627929688,26-30,1389,431,28_b
BMT19,2550183.3627929688,31-33,720,300,31_b
BMT19,2552503.3623046875,31-33,956,578,32_c
BMT19,2554743.3627929688,31-33,738,811,33_b
BMT19,2555367.3627929688,31-33,720,848,33_b
BMT19,2557831.3627929688,31-33,1532,933,continue
BMT19,2563279.3627929688,34-36,1196,315,34_d
BMT19,2573751.3627929688,34-36,714,579,35_b
BMT19,2577367.3627929688,34-36,480,844,36_a
BMT19,2580815.3627929688,34-36,1526,929,continue
BMT19,2584879.3627929688,37-39,1434,308,37_e
BMT19,2591975.3627929688,37-39,1203,580,38_d
BMT19,2619919.3627929688,37-39,968,842,39_c
BMT19,2626911.3623046875,37-39,1512,928,continue
BMT19,2636055.3627929688,40-42,329,237,not on any aoi
BMT19,2649086.3627929688,40-42,494,309,40_a
BMT19,2703646.3627929688,40-42,725,577,41_b
BMT19,2834431.3623046875,46-48,1208,294,46_d
BMT19,2846655.3627929688,46-48,1448,555,47_e
BMT19,2870767.3627929688,46-48,707,806,48_b
BMT19,2871999.3627929688,46-48,1511,927,continue
BMT19,2883374.3627929688,49-51,677,283,49_b
BMT19,2897982.3627929688,49-51,955,565,50_c
BMT19,2909174.3627929688,49-51,440,823,51_a
BMT19,2910222.3627929688,49-51,1495,917,continue
BMT19,2936318.3627929688,52-54,1201,310,52_d
BMT19,2959718.3627929688,52-54,483,569,53_a
BMT19,2988590.3627929688,52-54,1433,828,54_e
BMT19,2997350.3627929688,52-54,478,835,54_a
BMT19,3000310.3627929688,52-54,1533,932,continue
BOF26,3095462.6645507812,1-3,1203,240,1_d
BOF26,3098862.6650390625,1-3,726,462,2_b
BOF26,3102942.6645507812,1-3,1438,692,3_e
BOF26,3103630.6650390625,1-3,1527,842,continue
BOF26,3108446.6650390625,4-6,479,226,4_a
BOF26,3112766.6650390625,4-6,1440,458,5_e
BOF26,3114534.6645507812,4-6,1440,454,5_e
BOF26,3125733.6650390625,4-6,716,682,6_b
BOF26,3126821.6650390625,4-6,1528,823,continue
BOF26,3132526.6650390625,7-9,961,226,7_c
BOF26,3135598.6650390625,7-9,719,454,8_b
BOF26,3139190.6650390625,7-9,1444,452,8_e
BOF26,3143918.6650390625,7-9,960,446,8_c
BOF26,3157934.6650390625,7-9,1203,681,9_d
BOF26,3159062.6650390625,7-9,1537,819,continue
BOF26,3172966.6650390625,10-12,483,223,10_a
BOF26,3184774.6650390625,10-12,713,452,11_b
BOF26,3200318.6650390625,10-12,481,683,12_a
BOF26,3201686.6645507812,10-12,1522,823,continue
BOF26,3223830.6650390625,13-15,481,221,13_a
BOF26,3254750.6650390625,13-15,1442,460,14_e
BOF26,3317861.6650390625,13-15,722,683,15_b
BOF26,3328813.6650390625,13-15,1199,687,15_d
BOF26,3351182.6650390625,16-20,734,190,not on any aoi
BOF26,3353549.6650390625,16-20,1498,159,16_d
BOF26,3359029.6650390625,16-20,1339,294,17_a
BOF26,3361509.6650390625,16-20,1384,427,18_b
BOF26,3371549.6650390625,16-20,1344,561,19_a
BOF26,3379013.6650390625,16-20,1537,696,20_e
BOF26,3379733.6650390625,16-20,1536,853,continue
BOF26,3385557.6650390625,21-25,1532,164,21_e
BOF26,3389669.6650390625,21-25,1385,295,22_b
BOF26,3398821.6650390625,21-25,1386,422,23_b
BOF26,3414957.6650390625,21-25,1438,563,24_c
BOF26,3426813.6650390625,21-25,1537,699,25_e
BOF26,3428141.6650390625,21-25,1530,847,continue
BOF26,3432789.6650390625,26-30,1492,167,26_d
BOF26,3442884.6650390625,26-30,1436,158,26_c
BOF26,3456052.6650390625,26-30,1528,296,27_e
BOF26,3471420.6650390625,26-30,1484,430,28_d
BOF26,3486372.6650390625,26-30,1489,564,29_d
BOF26,3497276.6650390625,26-30,1486,695,30_d
BOF26,3502732.6650390625,26-30,1208,842,not on any aoi
BOF26,3508412.6650390625,26-30,1208,836,not on any aoi
BOF26,3536148.6650390625,26-30,1433,292,27_c
BOF26,3538652.6655273438,26-30,1541,295,27_e
BOF26,3611981.665039063,31-33,726,270,31_b
BOF26,3613941.665039063,31-33,959,538,32_c
BOF26,3616365.665039063,31-33,716,797,33_b
BOF26,3617181.665039063,31-33,1559,931,continue
BOF26,3620285.665039063,34-36,1203,272,34_d
BOF26,3625740.665039063,34-36,1441,537,35_e
BOF26,3630389.665039063,34-36,480,797,36_a
BOF26,3631596.665039063,34-36,1504,927,continue
BOF26,3636748.665039063,37-39,1435,276,37_e
BOF26,3647732.665039063,37-39,1197,533,38_d
BOF26,3651956.665039063,37-39,959,802,39_c
BOF26,3652860.665039063,37-39,1542,929,continue
BOF26,3667469.665039063,40-42,481,272,40_a
BOF26,3701420.665039063,40-42,483,539,41_a
BOF26,3721492.665039063,40-42,958,808,42_c
BOF26,3722852.665039063,40-42,1549,928,continue
BOF26,3737932.665039063,43-45,963,269,43_c
BOF26,3760420.665039063,43-45,721,517,44_b
BOF26,3763908.6655273438,43-45,1440,525,44_e
BOF26,3874499.665039063,46-48,1202,290,46_d
BOF26,3890491.665039063,46-48,714,502,47_b
BOF26,3919499.665039063,46-48,739,831,48_b
BOF26,3927235.665039063,46-48,1535,927,continue
BOF26,3940884.665039063,49-51,724,307,49_b
BOF26,3959540.6655273438,49-51,964,555,50_c
BOF26,3969660.665039063,49-51,494,834,51_a
BOF26,3975372.665039063,49-51,974,846,51_c
BOF26,3982020.6655273438,49-51,496,800,51_a
BOF26,3982892.665039063,49-51,1528,928,continue
BOF26,4004171.6655273438,52-54,1223,314,52_d
BOF26,4019331.665039063,52-54,739,301,52_b
BOF26,4032995.665039063,52-54,970,571,53_c
BPF12,2074083.607421875,1-3,1200,240,1_d
BPF12,2077755.607421875,1-3,720,466,2_b
BPF12,2086187.607910156,1-3,1440,696,3_e
BPF12,2088635.607910156,1-3,1516,848,continue
BPF12,2093122.607421875,4-6,481,221,4_a
BPF12,2099466.607910156,4-6,1439,454,5_e
BPF12,2104178.607910156,4-6,721,682,6_b
BPF12,2105354.607910156,4-6,1534,820,continue
BPF12,2111370.607910156,7-9,960,219,7_c
BPF12,2125922.607910156,7-9,960,454,8_c
BPF12,2137394.607910156,7-9,1199,684,9_d
BPF12,2140082.607910156,7-9,1553,827,continue
BPF12,2151530.607421875,10-12,480,227,10_a
BPF12,2159882.607910156,10-12,720,451,11_b
BPF12,2172970.607910156,10-12,1440,685,12_e
BPF12,2174354.607910156,10-12,1522,828,continue
BPF12,2199555.607910156,13-15,480,219,13_a
BPF12,2201555.607910156,13-15,480,219,13_a
BPF12,2203515.607910156,13-15,963,223,13_c
BPF12,2229331.607910156,13-15,1193,453,14_d
BPF12,2250971.607421875,13-15,1438,682,15_e
BPF12,2329826.607421875,16-20,1491,160,16_d
BPF12,2333362.607910156,16-20,1334,299,17_a
BPF12,2335954.607910156,16-20,1384,431,18_b
BPF12,2345218.607910156,16-20,1338,563,19_a
BPF12,2370498.607910156,16-20,1534,700,20_e
BPF12,2371698.607910156,16-20,1529,858,continue
BPF12,2379979.607910156,21-25,1434,161,21_c
BPF12,2391603.607421875,21-25,1384,298,22_b
BPF12,2415315.607910156,21-25,1330,431,23_a
BPF12,2438451.607421875,21-25,1433,564,24_c
BPF12,2451547.607910156,21-25,1533,700,25_e
BPF12,2453331.607910156,21-25,1540,852,continue
BPF12,2476962.607910156,26-30,1436,159,26_c
BPF12,2484722.607910156,26-30,1533,297,27_e
BPF12,2504914.607910156,26-30,1481,428,28_d
BPF12,2518178.607910156,26-30,1490,565,29_d
BPF12,2598483.607910156,31-33,724,267,31_b
BPF12,2603067.607910156,31-33,962,530,32_c
BPF12,2605995.607910156,31-33,719,799,33_b
BPF12,2608291.607910156,31-33,1510,942,continue
BPF12,2611955.607910156,34-36,1193,278,34_d
BPF12,2617627.607910156,34-36,1438,540,35_e
BPF12,2619547.607910156,34-36,721,533,35_b
BPF12,2624123.607421875,34-36,478,803,36_a
BPF12,2625891.607910156,34-36,1525,935,continue
BPF12,2634386.607910156,37-39,1438,268,37_e
BPF12,2638762.607910156,37-39,1203,532,38_d
BPF12,2654114.607910156,37-39,959,797,39_c
BPF12,2655946.607910156,37-39,1513,936,continue
BPF12,2667811.607910156,40-42,477,266,40_a
BPF12,2687395.607910156,40-42,716,537,41_b
BPF12,2707651.607910156,40-42,961,809,42_c
BPF12,2709147.607910156,40-42,1532,921,continue
BPF12,2723666.607910156,43-45,718,270,43_b
BPF12,2742330.607910156,43-45,1203,273,43_d
BPF12,2768474.607910156,43-45,1444,523,44_e
BPF12,2843242.6079101562,46-48,1200,243,46_d
BPF12,2855506.6079101562,46-48,721,498,47_b
BPF12,2864266.6079101562,46-48,1199,765,48_d
BPF12,2871810.6079101562,46-48,1531,925,continue
BPF12,2882739.6079101562,49-51,720,240,49_b
BPF12,2906331.6079101562,49-51,959,503,50_c
BPF12,2920635.6079101562,49-51,482,766,51_a
BPF12,2921827.607421875,49-51,1547,926,continue
BPF12,2945707.6079101562,52-54,1202,237,52_d
BPF12,2956267.607421875,52-54,478,504,53_a
BPF12,2981531.607421875,52-54,481,767,54_a
BPF12,2982795.6079101562,52-54,1535,923,continue
BPF12,2997842.6079101562,55-56,960,499,56_c
BPF12,3008010.6079101562,55-56,1441,503,56_e
BPL13,1960746.978027344,1-3,1202,239,1_d
BPL13,1966930.978027344,1-3,714,465,2_b
BPL13,1971418.978027344,1-3,1441,699,3_e
BPL13,1972050.978027344,1-3,1526,837,continue
BPL13,1974898.978027344,4-6,484,222,4_a
BPL13,1979362.9775390625,4-6,1439,457,5_e
BPL13,1982386.978027344,4-6,732,680,6_b
BPL13,1985786.978027344,4-6,1513,816,continue
BPL13,1989066.9775390625,7-9,479,225,7_a
BPL13,1995570.978027344,7-9,961,218,7_c
BPL13,1998010.978027344,7-9,964,465,8_c
BPL13,2007674.978027344,7-9,488,712,9_a
BPL13,2009242.978027344,7-9,1530,825,continue
BPL13,2014962.978027344,10-12,973,223,10_c
BPL13,2033762.978027344,10-12,478,492,11_a
BPL13,2038546.9775390625,10-12,477,723,12_a
BPL13,2042826.978027344,10-12,1511,815,continue
BPL13,2057658.9775390625,13-15,942,244,13_c
BPL13,2070946.978027344,13-15,724,512,14_b
BPL13,2083258.978027344,13-15,1436,707,15_e
BPL13,2083954.9775390625,13-15,378,826,back
BPL13,2088106.978027344,10-12,1536,819,continue
BPL13,2111490.978027344,13-15,469,258,13_a
BPL13,2124914.9775390625,13-15,1209,507,14_d
BPL13,2132802.9775390625,13-15,1431,505,14_e
BPL13,2221001.978027344,16-20,1491,164,16_d
BPL13,2225497.978027344,16-20,1331,295,17_a
BPL13,2231433.978027344,16-20,1387,428,18_b
BPL13,2242225.978027344,16-20,1336,565,19_a
BPL13,2252537.978027344,16-20,1538,693,20_e
BPL13,2253433.978027344,16-20,1537,845,continue
BPL13,2272992.978027344,21-25,1334,158,21_a
BPL13,2277440.978027344,21-25,1387,289,22_b
BPL13,2287816.978027344,21-25,1483,427,23_d
BPL13,2327872.978027344,21-25,834,721,not on any aoi
BPL13,2329968.978027344,21-25,1534,694,25_e
BPL13,2336376.978027344,21-25,1489,564,24_d
BPL13,2337224.978027344,21-25,1506,847,continue
BPL13,2356400.978027344,26-30,1335,164,26_a
BPL13,2363232.978027344,26-30,1539,289,27_e
BPL13,2382016.978027344,26-30,1486,558,29_d
BPL13,2397704.978027344,26-30,1334,698,30_a
BPL13,2417840.978027344,26-30,1480,430,28_d
BPL13,2427264.978027344,26-30,1535,698,30_e
BPL13,2475872.978027344,31-33,720,289,31_b
BPL13,2480952.978027344,31-33,971,559,32_c
BPL13,2483464.978027344,31-33,713,824,33_b
BPL13,2484504.978027344,31-33,1519,932,continue
BPL13,2488143.978515625,34-36,1186,293,34_d
BPL13,2496751.978027344,34-36,1208,568,35_d
BPL13,2499695.978027344,34-36,955,817,36_c
BPL13,2500751.978027344,34-36,1563,937,continue
BPL13,2501391.978027344,34-36,1539,935,continue
BPL13,2504384.978027344,37-39,485,287,37_a
BPL13,2518840.978027344,37-39,1443,286,37_e
BPL13,2524616.978027344,37-39,1185,559,38_d
BPL13,2532904.978027344,37-39,950,844,39_c
BPL13,2534120.978027344,37-39,1534,923,continue
BPL13,2546031.978515625,40-42,1213,300,40_d
BPL13,2572127.978027344,40-42,492,562,41_a
BPL13,2606183.978515625,40-42,477,834,42_a
BPL13,2607511.978027344,40-42,1515,909,continue
BPL13,2623903.978027344,43-45,1228,265,43_d
