participant,time,stim,x,y,AoI
BPL13,2650095.978027344,43-45,491,551,44_a
BPL13,2706982.978027344,46-48,1175,285,46_d
BPL13,2733398.978027344,46-48,1228,549,47_d
BPL13,2749030.978027344,46-48,967,812,48_c
BPL13,2750070.978515625,46-48,1513,935,continue
BPL13,2766743.978027344,49-51,737,271,49_b
BPL13,2784823.978027344,49-51,724,563,50_b
BPL13,2806671.978027344,49-51,1185,809,51_d
BPL13,2807286.978027344,49-51,1538,930,continue
BPL13,2816118.9780273438,52-54,1198,267,52_d
BPL13,2822158.9780273438,52-54,471,568,53_a
BPL13,2833126.9780273438,52-54,697,832,54_b
BPL13,2834318.9780273438,52-54,1523,932,continue
BPL13,2841046.9780273438,55-56,970,268,55_c
BPL13,2847742.978515625,55-56,1199,580,56_d
BSR23,1876312.3637695312,1-3,1202,237,1_d
BSR23,1878792.3637695312,1-3,730,465,2_b
BSR23,1882544.3637695312,1-3,1454,690,3_e
BSR23,1883592.3637695312,1-3,1528,847,continue
BSR23,1886392.3637695312,4-6,478,220,4_a
BSR23,1893792.3637695312,4-6,1442,455,5_e
BSR23,1900096.3637695312,4-6,722,676,6_b
BSR23,1901943.3637695312,4-6,1530,831,continue
BSR23,1906767.3637695312,7-9,961,225,7_c
BSR23,1912975.3637695312,7-9,960,450,8_c
BSR23,1920343.3637695312,7-9,477,680,9_a
BSR23,1921303.3637695312,7-9,1549,823,continue
BSR23,1932808.3637695312,10-12,478,219,10_a
BSR23,1938744.3637695312,10-12,723,451,11_b
BSR23,1945656.3637695312,10-12,480,676,12_a
BSR23,1948696.3637695312,10-12,1203,686,12_d
BSR23,1949480.3637695312,10-12,1528,822,continue
BSR23,1956464.3637695312,13-15,718,219,13_b
BSR23,1964696.3637695312,13-15,1207,452,14_d
BSR23,1974200.3637695312,13-15,715,678,15_b
BSR23,1974960.3637695312,13-15,395,825,back
BSR23,1976896.36328125,10-12,1546,829,continue
BSR23,1987160.3637695312,13-15,391,834,back
BSR23,1988823.3637695312,10-12,391,834,back
BSR23,1990240.3637695312,7-9,391,833,back
BSR23,1993352.3637695312,4-6,392,823,back
BSR23,2003232.36328125,1-3,1514,841,continue
BSR23,2018040.3637695312,4-6,1512,827,continue
BSR23,2037704.3637695312,7-9,1561,834,continue
BSR23,2039032.3637695312,7-9,1553,828,continue
BSR23,2084056.3637695312,10-12,481,682,12_a
BSR23,2088136.3637695312,10-12,1517,827,continue
BSR23,2104136.3637695312,13-15,960,219,13_c
BSR23,2137136.3637695312,16-20,1486,160,16_d
BSR23,2143736.3637695312,16-20,1338,296,17_a
BSR23,2148680.3637695312,16-20,1390,427,18_b
BSR23,2155376.3637695312,16-20,1332,566,19_a
BSR23,2163568.3637695312,16-20,1537,702,20_e
BSR23,2164400.3637695312,16-20,1524,852,continue
BSR23,2183200.3637695312,21-25,1540,295,22_e
BSR23,2192792.3637695312,21-25,1441,157,21_c
BSR23,2205264.3637695312,21-25,1335,428,23_a
BSR23,2226176.3637695312,21-25,1333,565,24_a
BSR23,2241488.36328125,21-25,1488,701,25_d
BSR23,2249104.3637695312,21-25,1512,853,continue
BSR23,2261072.3637695312,26-30,1439,162,26_c
BSR23,2275024.3637695312,26-30,1482,291,27_d
BSR23,2295784.36328125,26-30,1339,430,28_a
BSR23,2310400.3637695312,26-30,1487,564,29_d
BSR23,2328584.3637695312,26-30,1487,701,30_d
BSR23,2339160.3637695312,26-30,1341,566,29_a
BSR23,2410113.36328125,31-33,722,268,31_b
BSR23,2412233.3637695312,31-33,957,533,32_c
BSR23,2415929.36328125,31-33,722,799,33_b
BSR23,2417513.3637695312,31-33,1538,934,continue
BSR23,2421856.3637695312,34-36,1207,270,34_d
BSR23,2426521.36328125,34-36,1204,531,35_d
BSR23,2433000.3637695312,34-36,478,801,36_a
BSR23,2434857.36328125,34-36,1520,944,continue
BSR23,2440801.3637695312,37-39,1444,271,37_e
BSR23,2448121.36328125,37-39,1202,538,38_d
BSR23,2453121.36328125,37-39,961,795,39_c
BSR23,2455321.3637695312,37-39,1512,937,continue
BSR23,2471553.3637695312,40-42,485,262,40_a
BSR23,2483553.3637695312,40-42,720,535,41_b
BSR23,2493113.36328125,40-42,959,810,42_c
BSR23,2495241.3637695312,40-42,1523,917,continue
BSR23,2508144.3637695312,43-45,1199,270,43_d
BSR23,2522088.3637695312,43-45,476,519,44_a
BSR23,2536728.3637695312,43-45,719,772,45_b
BSR23,2647985.3637695312,46-48,1203,241,46_d
BSR23,2657161.3637695312,46-48,722,498,47_b
BSR23,2665505.3637695312,46-48,1200,762,48_d
BSR23,2666849.3637695312,46-48,1557,934,continue
BSR23,2677657.3637695312,49-51,721,236,49_b
BSR23,2687385.3637695312,49-51,964,500,50_c
BSR23,2702465.3637695312,49-51,483,759,51_a
BSR23,2704633.36328125,49-51,1545,929,continue
BSR23,2712441.3637695312,52-54,1203,235,52_d
BSR23,2725241.3637695312,52-54,477,497,53_a
BSR23,2744289.3637695312,52-54,481,763,54_a
BSR23,2752849.3637695312,52-54,1536,924,continue
BSR23,2771041.36328125,55-56,479,232,55_a
BSR23,2779465.3637695312,55-56,715,506,56_b
BUR13,1952557.3950195312,1-3,1200,240,1_d
BUR13,1955105.3950195312,1-3,725,462,2_b
BUR13,1960744.3950195312,1-3,1446,696,3_e
BUR13,1962124.3950195312,1-3,1535,835,continue
BUR13,1966091.3950195312,4-6,481,224,4_a
BUR13,1971977.3950195312,4-6,1440,447,5_e
BUR13,1979555.3955078125,4-6,722,683,6_b
BUR13,1981005.3950195312,4-6,1524,819,continue
BUR13,1986705.3950195312,7-9,959,224,7_c
BUR13,1991854.3950195312,7-9,963,450,8_c
BUR13,2000260.3950195312,7-9,1199,680,9_d
BUR13,2001449.3950195312,7-9,1533,827,continue
BUR13,2016916.3950195312,10-12,719,216,10_b
BUR13,2040503.39453125,10-12,725,448,11_b
BUR13,2055351.3950195312,10-12,479,683,12_a
BUR13,2058533.3950195312,10-12,1512,828,continue
BUR13,2082874.3950195312,13-15,721,224,13_b
BUR13,2088667.3950195312,13-15,721,224,13_b
BUR13,2089926.3950195312,13-15,956,222,13_c
BUR13,2120509.3950195312,13-15,1204,453,14_d
BUR13,2161365.3950195312,13-15,719,677,15_b
BUR13,2217373.3950195312,16-20,1482,159,16_d
BUR13,2221665.3950195312,16-20,1333,296,17_a
BUR13,2224964.3950195312,16-20,1382,427,18_b
BUR13,2230590.3950195312,16-20,1333,568,19_a
BUR13,2234774.3950195312,16-20,1537,707,20_e
BUR13,2236154.39453125,16-20,1508,863,continue
BUR13,2255437.3950195312,21-25,1436,162,21_c
BUR13,2284834.3950195312,21-25,1536,291,22_e
BUR13,2300533.3950195312,21-25,1339,423,23_a
BUR13,2313236.3950195312,21-25,1434,568,24_c
BUR13,2326620.3950195312,21-25,1533,700,25_e
BUR13,2330491.3950195312,21-25,1512,847,continue
BUR13,2341726.3950195312,26-30,1487,157,26_d
BUR13,2357912.3950195312,26-30,1536,296,27_e
BUR13,2366175.39453125,26-30,1487,432,28_d
BUR13,2378842.3950195312,26-30,1389,566,29_b
BUR13,2406619.3950195312,26-30,1389,699,30_b
BUR13,2418918.3950195312,26-30,1331,702,30_a
BUR13,2426276.3950195312,26-30,1532,699,30_e
BUR13,2445125.3950195312,26-30,402,867,not on any aoi
BUR13,2446132.3950195312,26-30,403,858,back
BUR13,2452397.3950195312,21-25,1523,856,continue
BUR13,2478960.3950195312,31-33,720,271,31_b
BUR13,2480943.3950195312,31-33,951,531,32_c
BUR13,2486017.3950195312,31-33,724,803,33_b
BUR13,2487537.3950195312,31-33,1544,948,continue
BUR13,2488483.3950195312,31-33,1537,941,continue
BUR13,2492605.3950195312,34-36,1203,273,34_d
BUR13,2498453.3950195312,34-36,715,529,35_b
BUR13,2503161.3950195312,34-36,483,804,36_a
BUR13,2505134.3950195312,34-36,1515,936,continue
BUR13,2509960.3950195312,37-39,1440,267,37_e
BUR13,2517017.3950195312,37-39,1202,535,38_d
BUR13,2524372.3950195312,37-39,968,800,39_c
BUR13,2529294.3950195312,37-39,1201,801,39_d
BUR13,2539343.3950195312,37-39,963,803,39_c
BUR13,2540470.39453125,37-39,1543,932,continue
BUR13,2557443.3955078125,40-42,483,272,40_a
BUR13,2568474.3950195312,40-42,726,531,41_b
BUR13,2601035.3955078125,40-42,1203,532,41_d
BUR13,2623604.3950195312,40-42,962,803,42_c
BUR13,2627378.39453125,40-42,1523,918,continue
BUR13,2640496.3950195312,43-45,1204,266,43_d
BUR13,2766239.3950195312,46-48,1203,230,46_d
BUR13,2776490.39453125,46-48,727,508,47_b
BUR13,2787854.3950195312,46-48,1203,760,48_d
BUR13,2788962.3950195312,46-48,1532,928,continue
BUR13,2799091.3950195312,49-51,720,233,49_b
BUR13,2815015.3950195312,49-51,480,504,50_a
BUR13,2832458.3950195312,49-51,480,768,51_a
BUR13,2839278.3950195312,49-51,1507,917,continue
BUR13,2861422.3950195312,52-54,1201,239,52_d
BUR13,2877667.3950195312,52-54,482,500,53_a
BUR13,2893165.3950195312,52-54,482,763,54_a
BUR13,2904124.3950195312,52-54,1510,919,continue
BUR13,2931180.3955078125,55-56,964,240,55_c
BUR13,2937372.3950195312,55-56,717,507,56_b
BWB04,18989480.06640625,1-3,1202,232,1_d
BWB04,18994160.06591797,1-3,718,463,2_b
BWB04,18998536.06591797,1-3,1438,691,3_e
BWB04,18999464.06591797,1-3,1529,836,continue
BWB04,19002920.06591797,4-6,481,221,4_a
BWB04,19013448.06591797,4-6,1444,451,5_e
BWB04,19018880.06591797,4-6,960,685,6_c
BWB04,19020208.06591797,4-6,1511,820,continue
BWB04,19024552.06640625,7-9,960,225,7_c
BWB04,19028784.06591797,7-9,962,449,8_c
BWB04,19042816.06591797,7-9,1199,681,9_d
BWB04,19043720.06591797,7-9,1567,821,continue
BWB04,19044096.06591797,7-9,1533,821,continue
BWB04,19051176.06591797,10-12,1441,224,10_e
BWB04,19055776.06640625,10-12,724,221,10_b
BWB04,19063384.06591797,10-12,714,451,11_b
BWB04,19069920.06591797,10-12,955,678,12_c
BWB04,19074272.06591797,10-12,1521,813,continue
BWB04,19074752.06591797,10-12,1520,814,continue
BWB04,19075680.06591797,10-12,1522,825,continue
BWB04,19090072.06640625,13-15,959,219,13_c
BWB04,19098936.06591797,13-15,478,450,14_a
BWB04,19110008.06591797,13-15,1437,683,15_e
BWB04,19119680.06591797,13-15,422,831,back
BWB04,19121824.06591797,10-12,1523,821,continue
BWB04,19129896.06591797,13-15,1530,823,continue
BWB04,19199616.06591797,13-15,1199,455,14_d
BWB04,19255575.06591797,16-20,1487,162,16_d
BWB04,19263759.06591797,16-20,1335,295,17_a
BWB04,19266519.06640625,16-20,1393,435,18_b
BWB04,19273575.06591797,16-20,1341,563,19_a
BWB04,19282719.06591797,16-20,1535,696,20_e
BWB04,19283631.06640625,16-20,1533,856,continue
BWB04,19300071.06640625,21-25,1437,158,21_c
BWB04,19304647.06591797,21-25,1381,292,22_b
BWB04,19313815.06640625,21-25,1333,428,23_a
BWB04,19344711.06591797,21-25,1434,561,24_c
BWB04,19353735.06640625,21-25,1435,699,25_c
BWB04,19354615.06591797,21-25,1538,861,continue
BWB04,19368959.06640625,26-30,1439,158,26_c
BWB04,19378351.06591797,26-30,1537,300,27_e
BWB04,19389415.06591797,26-30,1488,429,28_d
BWB04,19401967.06591797,26-30,1489,562,29_d
BWB04,19419791.06591797,26-30,1435,693,30_c
BWB04,19523414.06591797,31-33,723,265,31_b
BWB04,19525630.06591797,31-33,965,532,32_c
BWB04,19527694.06591797,31-33,721,796,33_b
BWB04,19528782.06591797,31-33,1502,932,continue
BWB04,19531998.06591797,34-36,1199,270,34_d
BWB04,19538966.06591797,34-36,718,534,35_b
BWB04,19543150.06591797,34-36,480,800,36_a
BWB04,19544630.06591797,34-36,1526,937,continue
BWB04,19549143.06640625,37-39,1443,270,37_e
BWB04,19553631.06640625,37-39,1202,538,38_d
BWB04,19563639.06591797,37-39,1196,798,39_d
BWB04,19566863.06591797,37-39,1510,932,continue
BWB04,19580838.06591797,40-42,481,271,40_a
BWB04,19605102.06591797,40-42,719,527,41_b
BWB04,19614174.06591797,40-42,486,806,42_a
BWB04,19620414.06591797,40-42,960,804,42_c
BWB04,19622982.06591797,40-42,1517,917,continue
BWB04,19639430.06591797,43-45,1203,277,43_d
BWB04,19654622.06591797,43-45,1442,526,44_e
BWB04,19699014.06591797,43-45,482,774,45_a
BWB04,19790302.06591797,46-48,1201,237,46_d
BWB04,19812421.06591797,46-48,718,498,47_b
BWB04,19822269.06591797,46-48,1201,767,48_d
BWB04,19823485.06591797,46-48,1546,928,continue
BWB04,19835613.06591797,49-51,718,242,49_b
BWB04,19845221.06591797,49-51,962,502,50_c
BWB04,19855933.06591797,49-51,480,767,51_a
BWB04,19857213.06591797,49-51,1510,929,continue
BWB04,19876029.06591797,52-54,1199,235,52_d
BWB04,19888805.06591797,52-54,482,497,53_a
BWB04,19898437.06591797,52-54,480,761,54_a
BWB04,19910189.06591797,52-54,1526,930,continue
BWB04,19950557.06591797,55-56,1439,495,56_e
BWÃƒâ€“06,2587383.9838867188,1-3,1205,238,1_d
BWÃƒâ€“06,2593159.9838867188,1-3,716,453,2_b
BWÃƒâ€“06,2597223.9838867188,1-3,1439,693,3_e
BWÃƒâ€“06,2598287.9838867188,1-3,1546,837,continue
BWÃƒâ€“06,2601287.9838867188,4-6,469,220,4_a
BWÃƒâ€“06,2608343.983398437,4-6,1440,459,5_e
BWÃƒâ€“06,2614703.9838867188,4-6,721,689,6_b
BWÃƒâ€“06,2615959.9838867188,4-6,1532,832,continue
BWÃƒâ€“06,2620472.9838867188,7-9,955,223,7_c
BWÃƒâ€“06,2629464.9838867188,7-9,965,477,8_c
BWÃƒâ€“06,2643479.9838867188,7-9,1196,681,9_d
BWÃƒâ€“06,2646095.9838867188,7-9,1523,822,continue
BWÃƒâ€“06,2655215.9838867188,10-12,1208,275,10_d
BWÃƒâ€“06,2658599.983398437,10-12,466,257,10_a
BWÃƒâ€“06,2670951.9838867188,10-12,706,499,11_b
BWÃƒâ€“06,2701871.9838867188,10-12,491,723,12_a
BWÃƒâ€“06,2704319.9838867188,10-12,1544,824,continue
BWÃƒâ€“06,2726670.9838867188,13-15,978,287,13_c
BWÃƒâ€“06,2728134.9838867188,13-15,479,494,14_a
BWÃƒâ€“06,2743102.9838867188,13-15,733,744,15_b
BWÃƒâ€“06,2751286.9838867188,13-15,1537,821,continue
BWÃƒâ€“06,2752038.9838867188,13-15,1537,837,continue
BWÃƒâ€“06,2753542.9838867188,13-15,1538,844,continue
BWÃƒâ€“06,2839334.9838867188,16-20,1490,164,16_d
BWÃƒâ€“06,2841566.9838867188,16-20,1386,298,17_b
BWÃƒâ€“06,2846758.9838867188,16-20,1484,434,18_d
BWÃƒâ€“06,2853758.9838867188,16-20,1330,562,19_a
BWÃƒâ€“06,2859150.9838867188,16-20,1541,704,20_e
BWÃƒâ€“06,2860062.9838867188,16-20,1516,851,continue
BWÃƒâ€“06,2873262.9838867188,21-25,1432,158,21_c
BWÃƒâ€“06,2882758.9838867188,21-25,1388,291,22_b
BWÃƒâ€“06,2928710.9833984375,21-25,1481,436,23_d
BWÃƒâ€“06,2945134.9838867188,21-25,1535,568,24_e
BWÃƒâ€“06,2951222.9838867188,21-25,1439,698,25_c
BWÃƒâ€“06,2952262.9838867188,21-25,1536,855,continue
BWÃƒâ€“06,2973734.9838867188,26-30,1489,164,26_d
BWÃƒâ€“06,2986110.9838867188,26-30,1534,300,27_e
BWÃƒâ€“06,3004157.9838867188,26-30,1486,424,28_d
BWÃƒâ€“06,3030381.9838867188,26-30,1432,566,29_c
BWÃƒâ€“06,3051925.9838867188,26-30,1337,698,30_a
BWÃƒâ€“06,3104973.9838867188,31-33,738,302,31_b
BWÃƒâ€“06,3107332.9838867188,31-33,993,568,32_c
BWÃƒâ€“06,3108813.9838867188,31-33,723,843,33_b
BWÃƒâ€“06,3109932.9838867188,31-33,1524,935,continue
BWÃƒâ€“06,3112492.984375,34-36,1202,303,34_d
BWÃƒâ€“06,3119356.9838867188,34-36,712,574,35_b
BWÃƒâ€“06,3124620.9838867188,34-36,479,840,36_a
BWÃƒâ€“06,3126036.9838867188,34-36,1530,944,continue
BWÃƒâ€“06,3131396.9838867188,37-39,1446,315,37_e
BWÃƒâ€“06,3135612.9838867188,37-39,1198,583,38_d
BWÃƒâ€“06,3138684.9838867188,37-39,962,843,39_c
BWÃƒâ€“06,3139596.9838867188,37-39,1537,936,continue
BWÃƒâ€“06,3164252.9838867188,40-42,484,312,40_a
BWÃƒâ€“06,3197876.9838867188,40-42,464,574,41_a
BWÃƒâ€“06,3214620.9838867188,40-42,1188,833,42_d
BWÃƒâ€“06,3217524.9838867188,40-42,1520,926,continue
BWÃƒâ€“06,3242908.9838867188,43-45,1202,289,43_d
BWÃƒâ€“06,3258492.984375,43-45,968,557,44_c
BWÃƒâ€“06,3265460.9838867188,43-45,1445,560,44_e
BWÃƒâ€“06,3279564.9838867188,43-45,1196,773,45_d
BWÃƒâ€“06,3321947.9838867188,46-48,979,267,46_c
BWÃƒâ€“06,3324235.984375,46-48,1201,283,46_d
BWÃƒâ€“06,3337579.9838867188,46-48,742,563,47_b
BWÃƒâ€“06,3359123.984375,46-48,498,834,48_a
BWÃƒâ€“06,3360563.9838867188,46-48,1528,929,continue
BWÃƒâ€“06,3378427.9838867188,49-51,726,310,49_b
BWÃƒâ€“06,3392091.984375,49-51,967,572,50_c
BWÃƒâ€“06,3399659.9838867188,49-51,494,829,51_a
BWÃƒâ€“06,3400587.9838867188,49-51,1507,925,continue
BWÃƒâ€“06,3417651.9838867188,52-54,712,309,52_b
BWÃƒâ€“06,3441611.9838867188,52-54,489,553,53_a
BWÃƒâ€“06,3458715.984375,52-54,482,831,54_a
BWÃƒâ€“06,3459899.984375,52-54,1519,931,continue
BWÃƒâ€“06,3475691.9838867188,55-56,499,562,56_a
BWÃƒâ€“06,3487275.984375,55-56,735,305,55_b
CAH13,480944.0258789063,1-3,1199,237,1_d
CAH13,485156.0258789063,1-3,719,469,2_b
CAH13,487705.0258789063,1-3,1442,693,3_e
CAH13,488999.0258789063,1-3,1525,836,continue
CAH13,492644.0258789063,4-6,504,272,4_a
CAH13,496856.0258789063,4-6,1441,456,5_e
CAH13,502999.0258789063,4-6,717,685,6_b
CAH13,504536.0258789063,4-6,1540,827,continue
CAH13,511849.0258789063,7-9,478,228,7_a
CAH13,519853.0258789063,7-9,958,457,8_c
CAH13,530203.0258789061,7-9,719,693,9_b
CAH13,531872.0258789061,7-9,1545,828,continue
CAH13,541669.0258789061,10-12,481,225,10_a
CAH13,546285.0258789061,10-12,719,457,11_b
CAH13,560981.0263671875,10-12,480,683,12_a
CAH13,562589.0258789061,10-12,1529,820,continue
CAH13,570019.0258789061,13-15,967,225,13_c
CAH13,587836.0258789061,13-15,1441,454,14_e
CAH13,592461.0263671875,13-15,788,616,not on any aoi
CAH13,593573.0263671875,13-15,1439,687,15_e
CAH13,595748.0258789061,13-15,884,625,not on any aoi
CAH13,602730.0258789061,13-15,715,677,15_b
CAH13,744540.0258789062,16-20,1492,158,16_d
CAH13,749138.0258789062,16-20,1337,298,17_a
CAH13,751711.0258789062,16-20,1387,428,18_b
CAH13,762990.0258789062,16-20,1338,564,19_a
CAH13,772012.0258789062,16-20,1536,702,20_e
CAH13,776815.0258789062,16-20,1504,862,continue
CAH13,788853.0258789062,21-25,1439,161,21_c
CAH13,798192.0258789062,21-25,1385,296,22_b
CAH13,809960.0258789062,21-25,1336,428,23_a
CAH13,825195.0258789062,21-25,1337,562,24_a
CAH13,847339.0258789062,21-25,1387,702,25_b
CAH13,847440.0258789062,21-25,1387,702,25_b
CAH13,847500.0258789062,21-25,1387,702,25_b
CAH13,848755.0258789062,21-25,1538,859,continue
CAH13,859767.0258789062,26-30,1435,162,26_c
CAH13,860050.0258789062,26-30,1435,162,26_c
CAH13,882913.0258789062,26-30,1487,296,27_d
CAH13,893739.0258789062,26-30,1487,433,28_d
CAH13,909360.0258789062,26-30,1390,566,29_b
CAH13,931554.0263671876,26-30,1438,699,30_c
CAH13,1022702.0258789062,31-33,723,274,31_b
CAH13,1024502.0258789062,31-33,960,534,32_c
CAH13,1026110.0258789062,31-33,719,800,33_b
CAH13,1027878.0258789062,31-33,1512,932,continue
CAH13,1032586.0258789062,34-36,1199,268,34_d
CAH13,1044030.0258789062,34-36,1203,533,35_d
CAH13,1047762.0258789062,34-36,481,801,36_a
CAH13,1049470.0258789062,34-36,1521,935,continue
CAH13,1055166.0263671877,37-39,1440,272,37_e
CAH13,1060068.025390625,37-39,1202,537,38_d
CAH13,1071754.0258789062,37-39,958,802,39_c
CAH13,1072896.0258789062,37-39,1514,939,continue
CAH13,1083661.0258789062,40-42,1196,272,40_d
CAH13,1109519.0258789062,40-42,486,535,41_a
CAH13,1129368.0258789062,40-42,960,814,42_c
CAH13,1130541.0263671877,40-42,1539,916,continue
CAH13,1142476.025390625,43-45,1200,269,43_d
CAH13,1179024.0258789062,43-45,722,522,44_b
CAH13,1302766.0258789062,46-48,1200,234,46_d
CAH13,1318109.0258789062,46-48,1205,502,47_d
CAH13,1333863.0258789062,46-48,964,764,48_c
CAH13,1335915.0258789062,46-48,1542,930,continue
CAH13,1349986.0258789062,49-51,962,234,49_c
CAH13,1365536.0258789062,49-51,961,497,50_c
CAH13,1379533.0263671877,49-51,482,769,51_a
CAH13,1381413.0258789062,49-51,1499,922,continue
CAH13,1399293.0258789062,52-54,484,234,52_a
CAH13,1417781.0258789062,52-54,718,499,53_b
CAH13,1429031.0258789062,52-54,1439,764,54_e
CAH13,1429850.0263671875,52-54,1519,919,continue
CAH13,1430042.0258789062,55-56,1519,919,not on any aoi
CAH13,1454510.0258789062,55-56,959,238,55_c
CBS11,2093320.0659179688,1-3,1203,271,1_d
CBS11,2094832.0659179688,1-3,723,498,2_b
CBS11,2097184.0659179688,1-3,1445,734,3_e
CBS11,2097968.0659179688,1-3,1505,826,continue
CBS11,2099880.0659179688,4-6,484,260,4_a
CBS11,2105416.0659179688,4-6,1447,495,5_e
CBS11,2109896.0659179688,4-6,720,685,6_b
CBS11,2110897.0659179688,4-6,1530,826,continue
CBS11,2115071.0659179688,7-9,963,217,7_c
CBS11,2118943.0659179688,7-9,968,453,8_c
CBS11,2124383.0659179688,7-9,1183,670,9_d
CBS11,2127071.0659179688,7-9,1520,826,continue
CBS11,2137103.0654296875,10-12,490,254,10_a
CBS11,2146959.0659179688,10-12,718,495,11_b
CBS11,2151351.0659179688,10-12,493,721,12_a
CBS11,2152783.0659179688,10-12,1534,823,continue
CBS11,2164311.0659179688,13-15,961,226,13_c
CBS11,2176791.0659179688,13-15,1207,465,14_d
CBS11,2200431.0654296875,13-15,1430,698,15_e
CBS11,2353542.0659179688,16-20,735,207,not on any aoi
CBS11,2356406.0659179688,16-20,1489,158,16_d
CBS11,2364558.0659179688,16-20,1335,295,17_a
CBS11,2366710.0659179688,16-20,1384,433,18_b
CBS11,2372214.0654296875,16-20,1335,562,19_a
CBS11,2383686.0659179688,16-20,1536,694,20_e
CBS11,2384598.0659179688,16-20,1520,844,continue
CBS11,2393943.0659179688,21-25,1436,160,21_c
CBS11,2397855.0659179688,21-25,1387,298,22_b
CBS11,2401463.0659179688,21-25,1335,427,23_a
CBS11,2417367.0659179688,21-25,1431,563,24_c
CBS11,2435127.0659179688,21-25,1541,695,25_e
CBS11,2436263.0659179688,21-25,1543,860,continue
CBS11,2456791.0659179688,26-30,1434,161,26_c
CBS11,2487119.0659179688,26-30,1535,290,27_e
CBS11,2515343.0659179688,26-30,1489,428,28_d
CBS11,2520319.0654296875,26-30,1489,295,27_d
CBS11,2532431.0654296875,26-30,1485,564,29_d
CBS11,2543471.0654296875,26-30,1387,699,30_b
CBS11,2558471.0654296875,26-30,1542,154,26_e
CBS11,2572711.0659179688,26-30,1431,160,26_c
CBS11,2614671.0659179688,31-33,727,274,31_b
CBS11,2616791.0659179688,31-33,968,545,32_c
CBS11,2619479.0659179688,31-33,735,806,33_b
CBS11,2620695.0654296875,31-33,1524,931,continue
CBS11,2624062.0659179688,34-36,1201,273,34_d
CBS11,2627902.0659179688,34-36,741,528,35_b
CBS11,2630966.0659179688,34-36,493,808,36_a
CBS11,2631958.0659179688,34-36,1525,932,continue
CBS11,2636279.0659179688,37-39,1438,275,37_e
CBS11,2638935.0659179688,37-39,1208,534,38_d
CBS11,2648630.0659179688,37-39,1197,807,39_d
